seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
k141_4664||full	0.547	0.093	0.547	dsDNAphage	1684	0	50.000	0.000
k141_27482||full	0.687	0.107	0.687	dsDNAphage	2730	0	20.000	0.000
k141_4697||full	0.553	1.000	1.000	ssDNA	1053	0	50.000	0.000
k141_118518||full	0.767	0.100	0.767	dsDNAphage	2141	1	33.300	0.000
k141_95800||full	0.947	0.973	0.973	ssDNA	1953	0	80.000	0.000
k141_141173||full	0.613	0.607	0.613	dsDNAphage	1159	0	33.300	0.000
k141_39029||full	0.580	0.113	0.580	dsDNAphage	1017	0	66.700	33.300
k141_107192||full	0.920	0.913	0.920	dsDNAphage	4186	0	66.700	0.000
k141_61607||full	0.527	0.367	0.527	dsDNAphage	3152	0	14.300	0.000
k141_39061||full	0.727	0.960	0.960	ssDNA	1311	0	33.300	0.000
k141_39064||full	0.967	0.987	0.987	ssDNA	1809	0	50.000	0.000
k141_16381||full	0.893	1.000	1.000	ssDNA	1092	0	100.000	0.000
k141_4771||full	0.533	0.813	0.813	ssDNA	1174	0	33.300	0.000
k141_61635||full	0.653	0.940	0.940	ssDNA	1166	0	33.300	0.000
k141_152618||full	0.587	0.113	0.587	dsDNAphage	1181	0	33.300	0.000
k141_175288||full	0.947	0.433	0.947	dsDNAphage	1253	1	66.700	0.000
k141_4827||full	0.893	0.213	0.893	dsDNAphage	1170	1	33.300	0.000
k141_152671||full	0.680	0.813	0.813	ssDNA	1692	0	40.000	0.000
k141_175336||full	0.847	1.000	1.000	ssDNA	1005	0	100.000	0.000
k141_107340||full	0.747	0.513	0.747	dsDNAphage	1426	0	100.000	0.000
k141_39166||full	0.580	0.420	0.580	dsDNAphage	1215	0	66.700	0.000
k141_118703||full	0.793	0.053	0.793	dsDNAphage	1503	0	25.000	0.000
k141_27654||full	0.640	0.107	0.640	dsDNAphage	1573	0	66.700	33.300
k141_152720||full	0.647	0.073	0.647	dsDNAphage	7264	0	30.800	0.000
k141_141348||full	0.613	0.187	0.613	dsDNAphage	1013	0	50.000	0.000
k141_84782||full	0.513	0.993	0.993	ssDNA	908	0	50.000	0.000
k141_175401||full	0.393	0.813	0.813	ssDNA	1824	0	50.000	0.000
k141_118749||full	0.833	0.347	0.833	dsDNAphage	1507	1	25.000	0.000
k141_152745||full	0.927	0.067	0.927	dsDNAphage	2381	1	25.000	0.000
k141_175406||full	0.820	0.973	0.973	ssDNA	1999	0	33.300	0.000
k141_61789||full	0.673	0.300	0.673	dsDNAphage	1611	0	33.300	0.000
k141_107424||full	0.927	0.987	0.987	ssDNA	1474	0	50.000	0.000
k141_73229||full	0.927	0.280	0.927	dsDNAphage	1369	2	66.700	33.300
k141_175427||full	0.707	0.107	0.707	dsDNAphage	1500	0	50.000	0.000
k141_50583||full	0.673	0.207	0.673	dsDNAphage	1464	0	33.300	0.000
k141_84837||full	0.680	0.100	0.680	dsDNAphage	911	0	33.300	0.000
k141_4923||full	0.640	0.713	0.713	ssDNA	1830	0	33.300	0.000
k141_4936||full	0.773	0.700	0.773	dsDNAphage	1309	0	66.700	0.000
k141_96061||full	0.767	0.560	0.767	dsDNAphage	2957	0	28.600	0.000
k141_141430||full	0.473	0.747	0.747	ssDNA	979	0	50.000	0.000
k141_39325||full	0.700	0.993	0.993	ssDNA	1315	0	100.000	0.000
k141_73325||full	0.433	0.947	0.947	ssDNA	835	0	50.000	0.000
k141_50687||full	0.700	0.140	0.700	dsDNAphage	1244	0	50.000	0.000
k141_175532||full	0.540	0.693	0.693	ssDNA	2091	0	50.000	0.000
k141_27803||full	0.660	0.260	0.660	dsDNAphage	1550	0	66.700	0.000
k141_84928||full	0.753	0.173	0.753	dsDNAphage	1039	0	66.700	33.300
k141_50711||full	0.473	0.920	0.920	ssDNA	1217	0	50.000	0.000
k141_141511||full	0.520	0.053	0.520	dsDNAphage	1689	0	33.300	0.000
k141_50718||full	0.900	0.200	0.900	dsDNAphage	2299	0	60.000	0.000
k141_175570||full	0.920	0.513	0.920	dsDNAphage	2383	0	40.000	0.000
k141_84971||full	0.360	0.613	0.613	ssDNA	3021	0	33.300	0.000
k141_27871||full	0.740	0.980	0.980	ssDNA	1578	0	66.700	0.000
k141_5071||full	0.880	0.927	0.927	ssDNA	1971	0	66.700	0.000
k141_5075||full	0.600	0.947	0.947	ssDNA	1315	0	50.000	0.000
k141_96216||full	0.833	0.973	0.973	ssDNA	1120	0	33.300	0.000
k141_96223||full	0.673	0.173	0.673	dsDNAphage	3638	0	75.000	0.000
k141_39470||full	0.707	1.000	1.000	ssDNA	1486	0	66.700	0.000
k141_107621||full	0.607	0.813	0.813	ssDNA	2030	0	20.000	0.000
k141_141607||full	0.867	0.773	0.867	dsDNAphage	1284	0	66.700	0.000
k141_73494||full	0.927	0.767	0.927	dsDNAphage	1343	0	25.000	0.000
k141_27946||full	0.473	0.893	0.893	ssDNA	1063	0	50.000	0.000
k141_50846||full	1.000	1.000	1.000	dsDNAphage	2448	2	100.000	0.000
k141_141671||full	0.300	0.647	0.647	ssDNA	3135	0	33.300	0.000
k141_39545||full	0.940	1.000	1.000	ssDNA	1257	0	100.000	0.000
k141_130387||full	0.900	0.027	0.900	dsDNAphage	4063	1	33.300	16.700
k141_85161||full	0.500	0.027	0.500	dsDNAphage	1927	0	66.700	33.300
k141_16756||full	0.813	0.173	0.813	dsDNAphage	5049	0	25.000	0.000
k141_50931||full	0.787	0.807	0.807	ssDNA	1078	0	66.700	0.000
k141_141769||full	0.940	0.307	0.940	dsDNAphage	1716	0	40.000	0.000
k141_62213||full	0.760	0.120	0.760	dsDNAphage	1218	0	33.300	0.000
k141_96375||full	0.960	0.987	0.987	ssDNA	1573	0	50.000	0.000
k141_164596||full	0.827	0.707	0.827	dsDNAphage	2554	0	33.300	0.000
k141_28030||full	0.580	0.013	0.580	dsDNAphage	3911	0	25.000	12.500
k141_5309||full	0.693	0.773	0.773	ssDNA	3429	0	25.000	0.000
k141_28067||full	0.613	0.840	0.840	ssDNA	1013	0	50.000	0.000
k141_5313||full	0.700	0.633	0.700	dsDNAphage	1009	0	33.300	0.000
k141_62296||full	0.740	0.160	0.740	dsDNAphage	1285	0	66.700	33.300
k141_130527||full	0.473	0.933	0.933	ssDNA	1067	0	33.300	0.000
k141_130536||full	0.560	0.767	0.767	ssDNA	2125	0	50.000	0.000
k141_119228||full	0.560	0.067	0.560	dsDNAphage	4948	0	83.300	16.700
k141_39729||full	0.573	0.353	0.573	dsDNAphage	2284	0	33.300	0.000
k141_62318||full	0.933	0.993	0.993	ssDNA	2241	0	50.000	0.000
k141_5368||full	0.567	0.053	0.567	dsDNAphage	2499	0	40.000	0.000
k141_39737||full	0.593	0.953	0.953	ssDNA	1309	0	33.300	0.000
k141_85288||full	0.653	0.567	0.653	dsDNAphage	1250	0	33.300	0.000
k141_175857||full	0.980	0.560	0.980	dsDNAphage	2455	0	40.000	0.000
k141_141871||full	0.287	0.700	0.700	ssDNA	2565	0	50.000	0.000
k141_164709||full	0.427	0.720	0.720	ssDNA	1800	0	33.300	0.000
k141_28134||full	0.593	0.387	0.593	dsDNAphage	983	0	50.000	0.000
k141_62343||full	0.600	0.327	0.600	dsDNAphage	1093	0	33.300	0.000
k141_130593||full	0.533	0.833	0.833	ssDNA	2305	0	33.300	0.000
k141_51120||full	0.673	0.933	0.933	ssDNA	1041	0	50.000	0.000
k141_62376||full	0.893	0.947	0.947	ssDNA	1631	0	33.300	0.000
k141_175920||full	0.887	0.107	0.887	dsDNAphage	2489	1	33.300	0.000
k141_141954||full	0.627	0.060	0.627	dsDNAphage	1293	0	33.300	0.000
k141_5455||full	0.560	0.907	0.907	ssDNA	1068	0	50.000	0.000
k141_73816||full	0.533	0.407	0.533	dsDNAphage	1867	0	25.000	0.000
k141_153299||full	0.600	0.233	0.600	dsDNAphage	1409	0	50.000	25.000
k141_130672||full	0.627	0.973	0.973	ssDNA	908	0	50.000	0.000
k141_16967||full	0.780	0.120	0.780	dsDNAphage	1107	0	33.300	0.000
k141_73834||full	0.600	0.727	0.727	ssDNA	2595	0	25.000	0.000
k141_62439||full	0.700	0.000	0.700	dsDNAphage	9317	0	36.400	9.100
k141_16978||full	0.540	0.347	0.540	dsDNAphage	1956	0	50.000	0.000
k141_51189||full	0.560	0.727	0.727	ssDNA	2058	0	33.300	0.000
k141_85406||full	0.873	0.580	0.873	dsDNAphage	1581	0	66.700	0.000
k141_175992||full	0.607	0.193	0.607	dsDNAphage	1220	0	66.700	33.300
k141_16984||full	0.987	1.000	1.000	ssDNA	1091	0	100.000	0.000
k141_51214||full	0.953	0.993	0.993	ssDNA	1491	0	40.000	0.000
k141_51237||full	0.500	0.113	0.500	dsDNAphage	1768	0	25.000	0.000
k141_108092||full	0.960	0.587	0.960	dsDNAphage	1570	0	50.000	0.000
k141_85434||full	0.620	0.540	0.620	dsDNAphage	1775	0	66.700	0.000
k141_51253||full	0.620	0.580	0.620	dsDNAphage	2303	0	20.000	0.000
k141_153399||full	0.440	1.000	1.000	ssDNA	1819	0	33.300	0.000
k141_96683||full	0.593	1.000	1.000	ssDNA	960	0	50.000	0.000
k141_17068||full	0.813	0.507	0.813	dsDNAphage	1394	0	66.700	0.000
k141_96706||full	0.600	0.713	0.713	ssDNA	2571	0	50.000	0.000
k141_130809||full	0.580	0.427	0.580	dsDNAphage	1464	0	66.700	0.000
k141_85500||full	0.633	0.013	0.633	dsDNAphage	3870	2	40.000	20.000
k141_85502||full	0.513	0.313	0.513	dsDNAphage	1080	0	66.700	33.300
k141_142104||full	0.773	0.367	0.773	dsDNAphage	1271	0	50.000	0.000
k141_85507||full	0.567	0.033	0.567	dsDNAphage	1200	0	33.300	0.000
k141_85528||full	0.453	0.733	0.733	ssDNA	1094	0	33.300	0.000
k141_62604||full	0.993	0.433	0.993	dsDNAphage	4264	0	11.800	0.000
k141_142118||full	0.520	0.433	0.520	dsDNAphage	2387	0	33.300	0.000
k141_28425||full	0.693	0.973	0.973	ssDNA	1224	0	33.300	0.000
k141_5679||full	0.473	0.767	0.767	ssDNA	1371	0	25.000	0.000
k141_142148||full	0.507	0.060	0.507	dsDNAphage	1608	0	33.300	0.000
k141_74061||full	0.960	0.993	0.993	ssDNA	1208	0	66.700	0.000
k141_51386||full	0.813	0.073	0.813	dsDNAphage	1834	1	33.300	0.000
k141_96817||full	0.567	0.173	0.567	dsDNAphage	1694	0	33.300	0.000
k141_28500||full	0.413	0.793	0.793	ssDNA	1063	0	33.300	0.000
k141_130949||full	0.607	1.000	1.000	ssDNA	845	0	50.000	0.000
k141_85623||full	0.560	0.673	0.673	ssDNA	1944	0	50.000	0.000
k141_108332||full	0.693	0.847	0.847	ssDNA	2236	0	25.000	0.000
k141_74137||full	0.993	0.040	0.993	dsDNAphage	3229	3	60.000	20.000
k141_62724||full	0.307	0.660	0.660	ssDNA	2888	0	50.000	0.000
k141_142251||full	1.000	0.020	1.000	dsDNAphage	2221	2	50.000	25.000
k141_119652||full	0.427	0.940	0.940	ssDNA	860	0	50.000	0.000
k141_165102||full	0.927	0.987	0.987	ssDNA	1286	0	33.300	0.000
k141_153636||full	0.633	0.560	0.633	dsDNAphage	1030	0	50.000	0.000
k141_74156||full	0.500	0.013	0.500	dsDNAphage	3687	0	33.300	16.700
k141_142269||full	0.927	0.413	0.927	dsDNAphage	1174	3	100.000	0.000
k141_153640||full	0.707	0.047	0.707	dsDNAphage	1553	1	33.300	0.000
k141_17284||full	0.840	0.247	0.840	dsDNAphage	1055	1	66.700	0.000
k141_74175||full	0.880	0.993	0.993	ssDNA	2044	0	60.000	0.000
k141_119677||full	0.993	0.020	0.993	dsDNAphage	11988	4	61.500	15.400
k141_142334||full	0.773	1.000	1.000	ssDNA	1340	0	66.700	0.000
k141_51493||full	0.820	0.353	0.820	dsDNAphage	1718	0	50.000	0.000
k141_119730||full	0.793	0.927	0.927	ssDNA	1560	0	33.300	0.000
k141_51505||full	0.587	0.000	0.587	dsDNAphage	5081	0	20.000	0.000
k141_176389||full	0.673	0.980	0.980	ssDNA	873	0	50.000	0.000
k141_97005||full	0.647	0.420	0.647	dsDNAphage	2269	0	20.000	0.000
k141_97006||full	0.600	0.467	0.600	dsDNAphage	1851	0	66.700	0.000
k141_28670||full	0.593	0.960	0.960	ssDNA	1734	0	50.000	0.000
k141_119779||full	0.867	0.713	0.867	dsDNAphage	2114	0	66.700	0.000
k141_176418||full	0.693	0.667	0.693	dsDNAphage	2677	0	50.000	0.000
k141_108509||full	0.567	0.580	0.580	ssDNA	1295	0	33.300	0.000
k141_62876||full	0.713	0.167	0.713	dsDNAphage	1453	0	25.000	0.000
k141_108511||full	0.653	0.940	0.940	ssDNA	1331	0	33.300	0.000
k141_97037||full	0.847	1.000	1.000	ssDNA	1151	0	66.700	0.000
k141_153777||full	0.827	0.773	0.827	dsDNAphage	1019	1	50.000	0.000
k141_28718||full	0.273	0.940	0.940	ssDNA	1206	0	50.000	0.000
k141_62899||full	0.633	0.980	0.980	ssDNA	1132	0	33.300	0.000
k141_153786||full	0.927	0.493	0.927	dsDNAphage	2952	1	20.000	0.000
k141_40312||full	0.607	0.520	0.607	dsDNAphage	1445	0	50.000	0.000
k141_119847||full	0.527	0.127	0.527	dsDNAphage	1542	0	25.000	0.000
k141_40320||full	0.627	0.127	0.627	dsDNAphage	1579	0	33.300	0.000
k141_85869||full	0.753	0.720	0.753	dsDNAphage	1608	0	33.300	0.000
k141_108578||full	1.000	0.320	1.000	dsDNAphage	2823	2	100.000	0.000
k141_40347||full	0.900	0.993	0.993	ssDNA	876	0	50.000	0.000
k141_51632||full	0.533	0.147	0.533	dsDNAphage	1143	0	33.300	0.000
k141_142472||full	0.760	0.953	0.953	ssDNA	1131	0	25.000	0.000
k141_176523||full	0.493	0.987	0.987	ssDNA	1647	0	33.300	0.000
k141_85925||full	0.627	0.713	0.713	ssDNA	1571	0	50.000	0.000
k141_131287||full	0.853	0.980	0.980	ssDNA	1971	0	100.000	0.000
k141_28809||full	0.540	0.093	0.540	dsDNAphage	2258	0	25.000	0.000
k141_97150||full	0.787	0.327	0.787	dsDNAphage	1639	0	66.700	0.000
k141_6108||full	0.507	0.067	0.507	dsDNAphage	2828	0	33.300	16.700
k141_97181||full	0.453	0.847	0.847	ssDNA	1108	0	33.300	0.000
k141_108650||full	0.827	0.973	0.973	ssDNA	906	0	33.300	0.000
k141_97189||full	0.700	0.060	0.700	dsDNAphage	1471	0	33.300	0.000
k141_17579||full	0.633	0.987	0.987	ssDNA	1272	0	33.300	0.000
k141_17581||full	0.873	0.993	0.993	ssDNA	1157	0	100.000	0.000
k141_176623||full	0.987	0.853	0.987	dsDNAphage	1068	0	100.000	0.000
k141_119958||full	0.620	0.373	0.620	dsDNAphage	2420	0	100.000	0.000
k141_51723||full	0.540	0.780	0.780	ssDNA	1193	0	50.000	0.000
k141_51725||full	0.513	0.947	0.947	ssDNA	1575	0	33.300	0.000
k141_97216||full	0.927	0.240	0.927	dsDNAphage	1127	0	33.300	0.000
k141_165441||full	0.753	0.253	0.753	dsDNAphage	1199	0	100.000	0.000
k141_63072||full	0.993	0.967	0.993	dsDNAphage	1138	0	75.000	0.000
k141_40474||full	0.733	0.620	0.733	dsDNAphage	1807	0	100.000	0.000
k141_131383||full	0.840	0.720	0.840	dsDNAphage	2498	0	100.000	0.000
k141_120001||full	0.747	0.100	0.747	dsDNAphage	1034	0	66.700	33.300
k141_165510||full	0.713	0.380	0.713	dsDNAphage	1763	0	20.000	0.000
k141_142556||full	0.860	0.127	0.860	dsDNAphage	3721	1	40.000	0.000
k141_17675||full	0.540	0.073	0.540	dsDNAphage	1520	0	66.700	33.300
k141_120052||full	0.813	0.793	0.813	dsDNAphage	2507	0	25.000	0.000
k141_142571||full	0.713	0.087	0.713	dsDNAphage	1413	0	25.000	0.000
k141_120070||full	0.273	0.833	0.833	ssDNA	1782	0	33.300	0.000
k141_108792||full	0.900	0.993	0.993	ssDNA	1581	0	100.000	0.000
k141_176774||full	1.000	0.880	1.000	dsDNAphage	1953	2	100.000	0.000
k141_142636||full	0.960	0.280	0.960	dsDNAphage	3394	1	50.000	0.000
k141_131518||full	0.913	0.773	0.913	dsDNAphage	4109	1	50.000	0.000
k141_165588||full	0.420	0.947	0.947	ssDNA	1260	0	33.300	0.000
k141_86131||full	0.687	0.520	0.687	dsDNAphage	1222	0	50.000	0.000
k141_29077||full	0.267	0.560	0.560	ssDNA	3096	0	33.300	0.000
k141_63258||full	0.787	0.380	0.787	dsDNAphage	1864	0	25.000	0.000
k141_74618||full	0.953	1.000	1.000	ssDNA	1121	0	66.700	0.000
k141_17811||full	0.893	0.627	0.893	dsDNAphage	2343	0	66.700	0.000
k141_63266||full	0.933	1.000	1.000	ssDNA	1590	0	66.700	0.000
k141_176843||full	0.767	0.500	0.767	dsDNAphage	1255	0	33.300	0.000
k141_176849||full	0.947	0.287	0.947	dsDNAphage	2123	0	33.300	0.000
k141_97414||full	0.593	0.913	0.913	ssDNA	1276	0	33.300	0.000
k141_97416||full	0.707	1.000	1.000	ssDNA	915	0	50.000	0.000
k141_154181||full	0.973	0.733	0.973	dsDNAphage	1463	1	75.000	0.000
k141_97424||full	0.793	0.127	0.793	dsDNAphage	1427	0	33.300	0.000
k141_86212||full	0.553	0.333	0.553	dsDNAphage	1056	0	50.000	0.000
k141_86225||full	0.367	0.980	0.980	ssDNA	2174	0	33.300	0.000
k141_40741||full	0.907	0.973	0.973	ssDNA	1523	0	100.000	0.000
k141_6421||full	0.713	0.000	0.713	dsDNAphage	7347	1	42.900	28.600
k141_97474||full	0.827	0.280	0.827	dsDNAphage	892	0	33.300	0.000
k141_40759||full	0.993	0.953	0.993	dsDNAphage	2080	1	66.700	0.000
k141_108956||full	0.267	0.793	0.793	ssDNA	1219	0	50.000	0.000
k141_52021||full	0.887	0.307	0.887	dsDNAphage	1217	0	66.700	0.000
k141_29198||full	0.760	0.653	0.760	dsDNAphage	1629	0	66.700	0.000
k141_165695||full	0.513	0.933	0.933	ssDNA	1325	0	33.300	0.000
k141_29227||full	0.480	0.840	0.840	ssDNA	1650	0	50.000	0.000
k141_176962||full	0.573	0.813	0.813	ssDNA	3089	0	50.000	0.000
k141_176963||full	0.733	0.953	0.953	ssDNA	972	0	50.000	0.000
k141_165718||full	0.980	0.887	0.980	dsDNAphage	2403	1	25.000	0.000
k141_40797||full	0.807	0.407	0.807	dsDNAphage	2553	0	66.700	0.000
k141_63387||full	0.480	0.740	0.740	ssDNA	1386	0	33.300	0.000
k141_6490||full	0.773	1.000	1.000	ssDNA	930	0	50.000	0.000
k141_63391||full	0.120	0.807	0.807	ssDNA	1029	0	50.000	0.000
k141_17944||full	0.840	0.993	0.993	ssDNA	839	0	50.000	0.000
k141_86319||full	0.760	0.593	0.760	dsDNAphage	1366	0	100.000	0.000
k141_154301||full	0.353	0.900	0.900	ssDNA	1967	0	33.300	0.000
k141_52089||full	0.773	0.920	0.920	ssDNA	1058	0	66.700	0.000
k141_154306||full	0.940	0.120	0.940	dsDNAphage	1720	1	33.300	0.000
k141_142855||full	0.513	0.880	0.880	ssDNA	948	0	50.000	0.000
k141_74812||full	0.933	0.993	0.993	ssDNA	1738	0	100.000	0.000
k141_29319||full	0.960	0.407	0.960	dsDNAphage	1601	1	33.300	0.000
k141_142878||full	0.707	0.353	0.707	dsDNAphage	1140	0	50.000	0.000
k141_131776||full	0.420	0.933	0.933	ssDNA	1006	0	50.000	0.000
k141_74851||full	0.680	0.227	0.680	dsDNAphage	1467	0	33.300	0.000
k141_131792||full	0.500	0.240	0.500	dsDNAphage	2353	0	33.300	0.000
k141_63496||full	0.640	0.700	0.700	ssDNA	1737	0	25.000	0.000
k141_86410||full	0.307	0.687	0.687	ssDNA	1047	0	50.000	0.000
k141_74882||full	0.500	0.200	0.500	dsDNAphage	1885	0	33.300	0.000
k141_40933||full	0.387	0.880	0.880	ssDNA	2378	0	50.000	0.000
k141_177115||full	0.480	0.880	0.880	ssDNA	1728	0	33.300	0.000
k141_154438||full	0.533	0.367	0.533	dsDNAphage	2720	0	100.000	0.000
k141_97697||full	0.767	0.980	0.980	ssDNA	1284	0	33.300	0.000
k141_165905||full	0.860	0.887	0.887	ssDNA	1368	0	100.000	0.000
k141_63581||full	0.507	0.860	0.860	ssDNA	2074	0	66.700	0.000
k141_120501||full	0.953	1.000	1.000	ssDNA	1441	0	100.000	0.000
k141_131891||full	1.000	1.000	1.000	dsDNAphage	1591	2	75.000	0.000
k141_40999||full	0.487	0.760	0.760	ssDNA	1267	0	33.300	0.000
k141_6669||full	0.940	1.000	1.000	ssDNA	1835	0	66.700	0.000
k141_74965||full	0.680	0.733	0.733	ssDNA	1417	0	33.300	0.000
k141_131911||full	0.987	0.987	0.987	dsDNAphage	1131	3	100.000	0.000
k141_29454||full	0.460	0.980	0.980	ssDNA	1050	0	50.000	0.000
k141_120539||full	0.767	0.847	0.847	ssDNA	802	0	50.000	0.000
k141_165952||full	0.793	0.960	0.960	ssDNA	906	0	50.000	0.000
k141_63636||full	0.893	0.473	0.893	dsDNAphage	1783	0	66.700	0.000
k141_63642||full	0.847	0.067	0.847	dsDNAphage	1394	0	33.300	0.000
k141_109243||full	0.400	0.533	0.533	ssDNA	885	0	50.000	0.000
k141_29501||full	0.627	0.647	0.647	ssDNA	1074	0	100.000	0.000
k141_131966||full	0.487	0.533	0.533	ssDNA	3224	0	33.300	0.000
k141_131972||full	0.547	0.260	0.547	dsDNAphage	1207	0	33.300	0.000
k141_177254||full	0.967	0.507	0.967	dsDNAphage	2341	1	75.000	0.000
k141_143080||full	0.893	0.987	0.987	ssDNA	1552	0	66.700	0.000
k141_120601||full	0.660	0.027	0.660	dsDNAphage	6625	2	42.900	57.100
k141_6765||full	0.527	0.040	0.527	dsDNAphage	5706	0	30.000	20.000
k141_97819||full	0.680	0.980	0.980	ssDNA	1141	0	50.000	0.000
k141_120608||full	0.520	0.360	0.520	dsDNAphage	2150	0	25.000	0.000
k141_120619||full	0.707	0.960	0.960	ssDNA	1428	0	33.300	0.000
k141_97852||full	0.933	0.367	0.933	dsDNAphage	2486	1	20.000	0.000
k141_154600||full	0.587	0.947	0.947	ssDNA	1858	0	33.300	0.000
k141_41159||full	0.733	0.007	0.733	dsDNAphage	6452	2	37.500	12.500
k141_143126||full	0.967	0.993	0.993	ssDNA	1359	0	66.700	0.000
k141_63747||full	0.693	0.993	0.993	ssDNA	1275	0	33.300	0.000
k141_29615||full	0.973	0.247	0.973	dsDNAphage	1714	0	40.000	0.000
k141_63799||full	0.680	0.067	0.680	dsDNAphage	2169	0	20.000	0.000
k141_154659||full	0.867	0.807	0.867	dsDNAphage	1753	0	75.000	0.000
k141_120704||full	0.900	0.153	0.900	dsDNAphage	1087	1	50.000	0.000
k141_143180||full	0.533	0.320	0.533	dsDNAphage	2252	0	66.700	0.000
k141_132122||full	0.940	0.613	0.940	dsDNAphage	2471	1	33.300	0.000
k141_52418||full	0.873	0.087	0.873	dsDNAphage	4376	2	50.000	25.000
k141_132123||full	0.620	0.913	0.913	ssDNA	1221	0	25.000	0.000
k141_52420||full	0.767	0.113	0.767	dsDNAphage	1295	0	66.700	33.300
k141_86760||full	0.607	0.207	0.607	dsDNAphage	1570	0	66.700	0.000
k141_166143||full	0.573	0.073	0.573	dsDNAphage	1571	0	66.700	33.300
k141_177378||full	0.433	0.800	0.800	ssDNA	2580	0	50.000	0.000
k141_132147||full	0.447	0.520	0.520	ssDNA	2260	0	66.700	0.000
k141_6781||full	0.867	0.000	0.867	dsDNAphage	96403	11	33.600	25.600
k141_97970||full	0.620	0.980	0.980	ssDNA	1020	0	33.300	0.000
k141_109435||full	0.607	0.967	0.967	ssDNA	746	0	50.000	0.000
k141_143222||full	0.667	0.167	0.667	dsDNAphage	1551	0	66.700	0.000
k141_97989||full	0.713	0.807	0.807	ssDNA	1711	0	33.300	0.000
k141_6807||full	0.680	0.093	0.680	dsDNAphage	1372	0	66.700	33.300
k141_177402||full	0.893	0.967	0.967	ssDNA	2437	0	60.000	0.000
k141_98002||full	0.960	0.947	0.960	dsDNAphage	1684	0	50.000	0.000
k141_75079||full	0.800	0.827	0.827	ssDNA	1237	0	100.000	0.000
k141_132192||full	0.700	0.127	0.700	dsDNAphage	1300	0	33.300	0.000
k141_177420||full	0.947	0.960	0.960	ssDNA	2516	0	80.000	0.000
k141_63883||full	0.980	0.420	0.980	dsDNAphage	1488	0	25.000	0.000
k141_177432||full	0.933	0.987	0.987	ssDNA	1199	0	33.300	0.000
k141_6835||full	0.127	0.600	0.600	ssDNA	990	0	50.000	0.000
k141_86822||full	0.613	0.727	0.727	ssDNA	1900	0	33.300	0.000
k141_177451||full	0.593	0.980	0.980	ssDNA	1027	0	50.000	0.000
k141_177475||full	0.500	0.167	0.500	dsDNAphage	1220	0	75.000	25.000
k141_29771||full	0.640	0.593	0.640	dsDNAphage	1540	0	25.000	0.000
k141_177489||full	0.860	0.973	0.973	ssDNA	1112	0	66.700	0.000
k141_154767||full	0.873	0.327	0.873	dsDNAphage	1477	0	25.000	0.000
k141_154776||full	0.840	0.533	0.840	dsDNAphage	2723	0	14.300	0.000
k141_154782||full	0.920	0.087	0.920	dsDNAphage	7242	0	18.200	0.000
k141_63967||full	0.620	0.380	0.620	dsDNAphage	1820	0	66.700	0.000
k141_154784||full	0.647	0.307	0.647	dsDNAphage	2143	0	66.700	0.000
k141_143316||full	0.780	0.973	0.973	ssDNA	1894	0	33.300	0.000
k141_177523||full	1.000	0.253	1.000	dsDNAphage	4538	1	87.500	0.000
k141_41401||full	0.753	0.940	0.940	ssDNA	1814	0	33.300	0.000
k141_41404||full	0.833	0.973	0.973	ssDNA	1838	0	50.000	0.000
k141_177571||full	0.567	0.907	0.907	ssDNA	815	0	50.000	0.000
k141_86943||full	0.853	0.987	0.987	ssDNA	1733	0	100.000	0.000
k141_29855||full	0.567	0.480	0.567	dsDNAphage	1864	0	50.000	0.000
k141_154841||full	0.687	0.793	0.793	ssDNA	916	0	50.000	0.000
k141_41417||full	0.607	0.013	0.607	dsDNAphage	2199	1	20.000	0.000
k141_120931||full	0.880	0.247	0.880	dsDNAphage	1479	1	60.000	20.000
k141_177584||full	0.587	0.100	0.587	dsDNAphage	1977	1	50.000	0.000
k141_75273||full	0.527	0.107	0.527	dsDNAphage	1580	0	50.000	0.000
k141_6990||full	0.847	0.053	0.847	dsDNAphage	3381	0	50.000	16.700
k141_41476||full	0.480	0.953	0.953	ssDNA	1653	0	50.000	0.000
k141_75305||full	0.567	0.087	0.567	dsDNAphage	1839	0	25.000	0.000
k141_120996||full	0.720	0.747	0.747	ssDNA	1644	0	100.000	0.000
k141_132409||full	0.753	0.367	0.753	dsDNAphage	2216	0	25.000	0.000
k141_177661||full	0.973	0.987	0.987	ssDNA	1776	0	66.700	0.000
k141_109741||full	0.707	0.820	0.820	ssDNA	1700	0	66.700	0.000
k141_52730||full	0.553	0.207	0.553	dsDNAphage	1100	0	33.300	0.000
k141_121048||full	0.947	0.033	0.947	dsDNAphage	6202	1	44.400	11.100
k141_121054||full	0.920	0.967	0.967	ssDNA	1219	0	25.000	0.000
k141_18723||full	0.420	0.953	0.953	ssDNA	1262	0	50.000	0.000
k141_7070||full	0.640	0.007	0.640	dsDNAphage	3978	0	25.000	12.500
k141_75384||full	0.593	0.053	0.593	dsDNAphage	2246	0	25.000	0.000
k141_7074||full	0.880	0.993	0.993	ssDNA	2426	0	50.000	0.000
k141_109781||full	0.680	0.607	0.680	dsDNAphage	1612	0	25.000	0.000
k141_41573||full	0.513	0.093	0.513	dsDNAphage	2568	0	50.000	0.000
k141_177733||full	0.873	0.993	0.993	ssDNA	1312	0	66.700	0.000
