seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
k141_181131	1	3	240	1315	0.527	0.527	1	3	240	1315	NA	NA	0	1	3	240	1315	0.527	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	k141_181131||full	0.527	dsDNAphage
k141_181040	1	3	1	2764	0.54	0.54	1	3	1	2764	NA	NA	0	1	3	1	2764	0.54	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_181040||full	0.54	ssDNA
k141_1810	1	2	337	1572	0.927	0.927	1	2	337	1572	NA	NA	0	1	2	337	1572	0.927	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_1810||full	0.927	ssDNA
k141_180752	1	3	2	1420	0.607	0.607	1	3	2	1420	NA	NA	0	1	3	2	1420	0.607	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	k141_180752||full	0.607	dsDNAphage
k141_180564	1	5	2	1732	0.98	0.98	1	5	2	1732	NA	NA	0	1	5	2	1732	0.98	0.0	0.0	0.0	40.0	0.0	60.0	1	dsDNAphage	linear	k141_180564||full	0.98	dsDNAphage
k141_180505	1	2	38	1133	0.567	0.567	1	2	38	1133	NA	NA	0	1	2	38	1133	0.567	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	k141_180505||full	0.567	dsDNAphage
k141_180502	1	2	355	1371	0.847	0.847	1	2	355	1371	NA	NA	0	1	2	355	1371	0.847	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_180502||full	0.847	dsDNAphage
k141_180414	1	2	2	2186	0.973	0.973	1	2	2	2186	NA	NA	0	1	2	2	2186	0.973	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_180414||full	0.973	ssDNA
k141_180381	1	5	1	2521	0.707	0.707	1	5	1	2521	NA	NA	0	1	5	1	2521	0.707	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	k141_180381||full	0.707	dsDNAphage
k141_180135	1	7	1	2302	0.953	0.953	1	7	1	2302	NA	NA	0	1	7	1	2302	0.953	0.0	0.0	0.0	14.3	0.0	85.7	0	dsDNAphage	linear	k141_180135||full	0.953	dsDNAphage
k141_180051	1	3	1	1850	0.96	0.96	1	3	1	1850	NA	NA	0	1	3	1	1850	0.96	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_180051||full	0.96	ssDNA
k141_179907	1	9	3	3205	0.993	0.993	1	9	3	3205	NA	NA	0	1	9	3	3205	0.993	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_179907||full	0.993	dsDNAphage
k141_179769	1	4	3	1303	0.9	0.9	1	4	3	1303	NA	NA	0	1	4	3	1303	0.9	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_179769||full	0.9	dsDNAphage
k141_179715	1	5	1	1873	0.92	0.92	1	5	1	1873	NA	NA	0	1	5	1	1873	0.92	0.0	0.0	0.0	80.0	20.0	0.0	0	dsDNAphage	linear	k141_179715||full	0.92	dsDNAphage
k141_179613	1	4	2	2046	0.753	0.753	1	4	2	2046	NA	NA	0	1	4	2	2046	0.753	0.0	0.0	0.0	25.0	0.0	75.0	1	dsDNAphage	linear	k141_179613||full	0.753	dsDNAphage
k141_17944	1	2	1	839	0.993	0.993	1	2	1	839	NA	NA	0	1	2	1	839	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_17944||full	0.993	ssDNA
k141_179395	1	3	3	1268	1.0	1.0	1	3	3	1268	NA	NA	0	1	3	3	1268	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_179395||full	1.0	ssDNA
k141_179227	1	3	3	1352	0.587	0.587	1	3	3	1352	NA	NA	0	1	3	3	1352	0.587	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_179227||full	0.587	dsDNAphage
k141_178779	1	3	2	1279	0.847	0.847	1	3	2	1279	NA	NA	0	1	3	2	1279	0.847	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_178779||full	0.847	dsDNAphage
k141_178698	1	2	1	1623	0.893	0.893	1	2	1	1623	NA	NA	0	1	2	1	1623	0.893	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_178698||full	0.893	dsDNAphage
k141_178694	1	3	3	1846	0.98	0.98	1	3	3	1846	NA	NA	0	1	3	3	1846	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_178694||full	0.98	ssDNA
k141_178582	1	4	1	1905	0.64	0.64	1	4	1	1905	NA	NA	0	1	4	1	1905	0.64	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_178582||full	0.64	dsDNAphage
k141_178563	1	3	73	1550	0.687	0.687	1	3	73	1550	NA	NA	0	1	3	73	1550	0.687	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_178563||full	0.687	dsDNAphage
k141_178559	1	3	197	1357	0.92	0.92	1	3	197	1357	NA	NA	0	1	3	197	1357	0.92	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	k141_178559||full	0.92	dsDNAphage
k141_178430	1	4	1	1552	0.72	0.72	1	4	1	1552	NA	NA	0	1	4	1	1552	0.72	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_178430||full	0.72	dsDNAphage
k141_178350	1	3	2	1712	0.887	0.887	1	3	2	1712	NA	NA	0	1	3	2	1712	0.887	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	k141_178350||full	0.887	dsDNAphage
k141_178192	1	7	3	3884	0.68	0.68	1	7	3	3884	NA	NA	0	1	7	3	3884	0.68	0.0	14.3	0.0	28.6	0.0	57.1	0	dsDNAphage	linear	k141_178192||full	0.68	dsDNAphage
k141_17811	1	3	3	2345	0.893	0.893	1	3	3	2345	NA	NA	0	1	3	3	2345	0.893	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_17811||full	0.893	dsDNAphage
k141_177733	1	3	3	1314	0.993	0.993	1	3	3	1314	NA	NA	0	1	3	3	1314	0.993	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_177733||full	0.993	ssDNA
k141_177661	1	3	2	1777	0.987	0.987	1	3	2	1777	NA	NA	0	1	3	2	1777	0.987	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_177661||full	0.987	ssDNA
k141_177584	1	2	8	1984	0.587	0.587	1	2	8	1984	NA	NA	0	1	2	8	1984	0.587	0.0	0.0	0.0	50.0	50.0	0.0	1	dsDNAphage	linear	k141_177584||full	0.587	dsDNAphage
k141_177571	1	2	233	1047	0.907	0.907	1	2	233	1047	NA	NA	0	1	2	233	1047	0.907	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_177571||full	0.907	ssDNA
k141_177523	1	8	268	4805	1.0	1.0	1	8	268	4805	NA	NA	0	1	8	268	4805	1.0	0.0	0.0	0.0	87.5	12.5	0.0	1	dsDNAphage	linear	k141_177523||full	1.0	dsDNAphage
k141_177489	1	3	2	1113	0.973	0.973	1	3	2	1113	NA	NA	0	1	3	2	1113	0.973	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_177489||full	0.973	ssDNA
k141_177475	1	4	2	1221	0.5	0.5	1	4	2	1221	NA	NA	0	1	4	2	1221	0.5	0.0	25.0	0.0	75.0	0.0	0.0	0	dsDNAphage	linear	k141_177475||full	0.5	dsDNAphage
k141_177451	1	2	3	1029	0.98	0.98	1	2	3	1029	NA	NA	0	1	2	3	1029	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_177451||full	0.98	ssDNA
k141_177432	1	3	3	1201	0.987	0.987	1	3	3	1201	NA	NA	0	1	3	3	1201	0.987	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_177432||full	0.987	ssDNA
k141_177420	1	5	2	2517	0.96	0.96	1	5	2	2517	NA	NA	0	1	5	2	2517	0.96	0.0	0.0	0.0	80.0	0.0	20.0	0	ssDNA	linear	k141_177420||full	0.96	ssDNA
k141_177402	1	5	1	2437	0.967	0.967	1	5	1	2437	NA	NA	0	1	5	1	2437	0.967	0.0	0.0	0.0	60.0	0.0	40.0	0	ssDNA	linear	k141_177402||full	0.967	ssDNA
k141_177378	1	4	1	2580	0.8	0.8	1	4	1	2580	NA	NA	0	1	4	1	2580	0.8	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_177378||full	0.8	ssDNA
k141_177254	1	4	3	2343	0.967	0.967	1	4	3	2343	NA	NA	0	1	4	3	2343	0.967	0.0	0.0	0.0	75.0	0.0	25.0	1	dsDNAphage	linear	k141_177254||full	0.967	dsDNAphage
k141_177115	1	3	2	1729	0.88	0.88	1	3	2	1729	NA	NA	0	1	3	2	1729	0.88	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_177115||full	0.88	ssDNA
k141_176963	1	2	15	986	0.953	0.953	1	2	15	986	NA	NA	0	1	2	15	986	0.953	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_176963||full	0.953	ssDNA
k141_176962	1	4	3	3091	0.813	0.813	1	4	3	3091	NA	NA	0	1	4	3	3091	0.813	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_176962||full	0.813	ssDNA
k141_176849	1	6	1	2123	0.947	0.947	1	6	1	2123	NA	NA	0	1	6	1	2123	0.947	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_176849||full	0.947	dsDNAphage
k141_176843	1	3	129	1383	0.767	0.767	1	3	129	1383	NA	NA	0	1	3	129	1383	0.767	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_176843||full	0.767	dsDNAphage
k141_176774	1	2	97	2049	1.0	1.0	1	2	97	2049	NA	NA	0	1	2	97	2049	1.0	0.0	0.0	0.0	100.0	0.0	0.0	2	dsDNAphage	linear	k141_176774||full	1.0	dsDNAphage
k141_17675	1	3	2	1521	0.54	0.54	1	3	2	1521	NA	NA	0	1	3	2	1521	0.54	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	k141_17675||full	0.54	dsDNAphage
k141_176623	1	2	3	1070	0.987	0.987	1	2	3	1070	NA	NA	0	1	2	3	1070	0.987	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_176623||full	0.987	dsDNAphage
k141_176523	1	3	3	1649	0.987	0.987	1	3	3	1649	NA	NA	0	1	3	3	1649	0.987	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_176523||full	0.987	ssDNA
k141_176418	1	2	3	2679	0.693	0.693	1	2	3	2679	NA	NA	0	1	2	3	2679	0.693	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_176418||full	0.693	dsDNAphage
k141_176389	1	2	549	1421	0.98	0.98	1	2	549	1421	NA	NA	0	1	2	549	1421	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_176389||full	0.98	ssDNA
k141_175992	1	3	3	1222	0.607	0.607	1	3	3	1222	NA	NA	0	1	3	3	1222	0.607	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	k141_175992||full	0.607	dsDNAphage
k141_175920	1	3	1	2489	0.887	0.887	1	3	1	2489	NA	NA	0	1	3	1	2489	0.887	0.0	0.0	0.0	33.3	33.3	33.3	1	dsDNAphage	linear	k141_175920||full	0.887	dsDNAphage
k141_175857	1	10	3	2457	0.98	0.98	1	10	3	2457	NA	NA	0	1	10	3	2457	0.98	0.0	0.0	0.0	40.0	0.0	60.0	0	dsDNAphage	linear	k141_175857||full	0.98	dsDNAphage
k141_17581	1	2	251	1407	0.993	0.993	1	2	251	1407	NA	NA	0	1	2	251	1407	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_17581||full	0.993	ssDNA
k141_17579	1	3	372	1643	0.987	0.987	1	3	372	1643	NA	NA	0	1	3	372	1643	0.987	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_17579||full	0.987	ssDNA
k141_175570	1	5	317	2699	0.92	0.92	1	5	317	2699	NA	NA	0	1	5	317	2699	0.92	0.0	0.0	0.0	40.0	0.0	60.0	0	dsDNAphage	linear	k141_175570||full	0.92	dsDNAphage
k141_175532	1	2	1	2091	0.693	0.693	1	2	1	2091	NA	NA	0	1	2	1	2091	0.693	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_175532||full	0.693	ssDNA
k141_175427	1	4	1	1500	0.707	0.707	1	4	1	1500	NA	NA	0	1	4	1	1500	0.707	0.0	0.0	0.0	50.0	25.0	25.0	0	dsDNAphage	linear	k141_175427||full	0.707	dsDNAphage
k141_175406	1	3	2	2000	0.973	0.973	1	3	2	2000	NA	NA	0	1	3	2	2000	0.973	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_175406||full	0.973	ssDNA
k141_175401	1	2	138	1961	0.813	0.813	1	2	138	1961	NA	NA	0	1	2	138	1961	0.813	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_175401||full	0.813	ssDNA
k141_175336	1	2	198	1202	1.0	1.0	1	2	198	1202	NA	NA	0	1	2	198	1202	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_175336||full	1.0	ssDNA
k141_175288	1	3	2	1254	0.947	0.947	1	3	2	1254	NA	NA	0	1	3	2	1254	0.947	0.0	0.0	0.0	66.7	0.0	33.3	1	dsDNAphage	linear	k141_175288||full	0.947	dsDNAphage
k141_175141	1	4	3	1114	0.5	0.5	1	4	3	1114	NA	NA	0	1	4	3	1114	0.5	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_175141||full	0.5	dsDNAphage
k141_175117	1	2	2	1513	0.747	0.747	1	2	2	1513	NA	NA	0	1	2	2	1513	0.747	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_175117||full	0.747	ssDNA
k141_175078	1	3	3	1446	0.993	0.993	1	3	3	1446	NA	NA	0	1	3	3	1446	0.993	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_175078||full	0.993	ssDNA
k141_175076	1	3	3	1155	0.887	0.887	1	3	3	1155	NA	NA	0	1	3	3	1155	0.887	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_175076||full	0.887	dsDNAphage
k141_174990	1	4	275	2483	0.88	0.88	1	4	275	2483	NA	NA	0	1	4	275	2483	0.88	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_174990||full	0.88	ssDNA
k141_174902	1	3	3	1042	0.72	0.72	1	3	3	1042	NA	NA	0	1	3	3	1042	0.72	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	k141_174902||full	0.72	dsDNAphage
k141_174775	1	3	2	1456	0.867	0.867	1	3	2	1456	NA	NA	0	1	3	2	1456	0.867	0.0	0.0	0.0	66.7	0.0	33.3	1	dsDNAphage	linear	k141_174775||full	0.867	dsDNAphage
k141_174641	1	6	101	1930	1.0	1.0	1	6	101	1930	NA	NA	0	1	6	101	1930	1.0	0.0	0.0	0.0	100.0	0.0	0.0	1	dsDNAphage	linear	k141_174641||full	1.0	dsDNAphage
k141_174600	1	6	2	3987	0.94	0.94	1	6	2	3987	NA	NA	0	1	6	2	3987	0.94	0.0	0.0	0.0	33.3	16.7	50.0	1	dsDNAphage	linear	k141_174600||full	0.94	dsDNAphage
k141_174583	1	2	2	822	0.993	0.993	1	2	2	822	NA	NA	0	1	2	2	822	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_174583||full	0.993	ssDNA
k141_174486	1	2	2	936	0.547	0.547	1	2	2	936	NA	NA	0	1	2	2	936	0.547	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	k141_174486||full	0.547	dsDNAphage
k141_174350	1	4	2	2815	0.753	0.753	1	4	2	2815	NA	NA	0	1	4	2	2815	0.753	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_174350||full	0.753	dsDNAphage
k141_174104	1	5	2	3667	0.987	0.987	1	5	2	3667	NA	NA	0	1	5	2	3667	0.987	0.0	0.0	0.0	40.0	0.0	60.0	1	dsDNAphage	linear	k141_174104||full	0.987	dsDNAphage
k141_174065	1	2	2	990	0.753	0.753	1	2	2	990	NA	NA	0	1	2	2	990	0.753	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_174065||full	0.753	ssDNA
k141_173857	1	3	1	1029	0.84	0.84	1	3	1	1029	NA	NA	0	1	3	1	1029	0.84	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_173857||full	0.84	ssDNA
k141_173823	1	3	2	1765	0.98	0.98	1	3	2	1765	NA	NA	0	1	3	2	1765	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_173823||full	0.98	ssDNA
k141_173807	1	4	3	1639	0.787	0.787	1	4	3	1639	NA	NA	0	1	4	3	1639	0.787	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_173807||full	0.787	ssDNA
k141_173731	1	2	166	2004	0.847	0.847	1	2	166	2004	NA	NA	0	1	2	166	2004	0.847	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_173731||full	0.847	ssDNA
k141_173659	1	2	6	1630	1.0	1.0	1	2	6	1630	NA	NA	0	1	2	6	1630	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_173659||full	1.0	ssDNA
k141_173646	1	3	141	2124	0.967	0.967	1	3	141	2124	NA	NA	0	1	3	141	2124	0.967	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_173646||full	0.967	ssDNA
k141_173565	1	2	78	1151	0.76	0.76	1	2	78	1151	NA	NA	0	1	2	78	1151	0.76	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_173565||full	0.76	ssDNA
k141_173549	1	3	3	1412	0.64	0.64	1	3	3	1412	NA	NA	0	1	3	3	1412	0.64	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	k141_173549||full	0.64	dsDNAphage
k141_173468	1	2	116	1405	1.0	1.0	1	2	116	1405	NA	NA	0	1	2	116	1405	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_173468||full	1.0	ssDNA
k141_173401	1	3	3	1334	1.0	1.0	1	3	3	1334	NA	NA	0	1	3	3	1334	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_173401||full	1.0	dsDNAphage
k141_173392	1	3	3	1483	1.0	1.0	1	3	3	1483	NA	NA	0	1	3	3	1483	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_173392||full	1.0	ssDNA
k141_173260	1	2	3	1037	0.947	0.947	1	2	3	1037	NA	NA	0	1	2	3	1037	0.947	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_173260||full	0.947	ssDNA
k141_173259	1	5	2	2405	0.78	0.78	1	5	2	2405	NA	NA	0	1	5	2	2405	0.78	0.0	0.0	0.0	20.0	20.0	60.0	0	dsDNAphage	linear	k141_173259||full	0.78	dsDNAphage
k141_173244	1	2	2	1490	0.76	0.76	1	2	2	1490	NA	NA	0	1	2	2	1490	0.76	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_173244||full	0.76	ssDNA
k141_173137	1	3	1	2676	0.553	0.553	1	3	1	2676	NA	NA	0	1	3	1	2676	0.553	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_173137||full	0.553	ssDNA
k141_173134	1	3	2	1540	0.987	0.987	1	3	2	1540	NA	NA	0	1	3	2	1540	0.987	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_173134||full	0.987	ssDNA
k141_173127	1	2	2	1471	0.673	0.673	1	2	2	1471	NA	NA	0	1	2	2	1471	0.673	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_173127||full	0.673	ssDNA
k141_173053	1	2	100	1253	0.993	0.993	1	2	100	1253	NA	NA	0	1	2	100	1253	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_173053||full	0.993	ssDNA
k141_172984	1	9	3	2118	0.933	0.933	1	9	3	2118	NA	NA	0	1	9	3	2118	0.933	0.0	0.0	0.0	11.1	0.0	88.9	0	dsDNAphage	linear	k141_172984||full	0.933	dsDNAphage
k141_172860	1	3	18	1604	0.953	0.953	1	3	18	1604	NA	NA	0	1	3	18	1604	0.953	0.0	33.3	0.0	66.7	0.0	0.0	1	dsDNAphage	linear	k141_172860||full	0.953	dsDNAphage
k141_17284	1	3	182	1236	0.84	0.84	1	3	182	1236	NA	NA	0	1	3	182	1236	0.84	0.0	0.0	0.0	66.7	33.3	0.0	1	dsDNAphage	linear	k141_17284||full	0.84	dsDNAphage
k141_172796	1	2	2	814	0.867	0.867	1	2	2	814	NA	NA	0	1	2	2	814	0.867	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_172796||full	0.867	dsDNAphage
k141_172750	1	3	45	1209	0.987	0.987	1	3	45	1209	NA	NA	0	1	3	45	1209	0.987	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_172750||full	0.987	ssDNA
k141_172663	1	4	2	1311	0.887	0.887	1	4	2	1311	NA	NA	0	1	4	2	1311	0.887	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_172663||full	0.887	ssDNA
k141_172502	1	2	95	1646	0.507	0.507	1	2	95	1646	NA	NA	0	1	2	95	1646	0.507	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	k141_172502||full	0.507	dsDNAphage
k141_172477	1	5	3	1992	1.0	1.0	1	5	3	1992	NA	NA	0	1	5	3	1992	1.0	0.0	0.0	0.0	100.0	0.0	0.0	3	dsDNAphage	linear	k141_172477||full	1.0	dsDNAphage
k141_172469	1	3	86	1522	0.993	0.993	1	3	86	1522	NA	NA	0	1	3	86	1522	0.993	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_172469||full	0.993	ssDNA
k141_172287	1	2	73	1397	0.807	0.807	1	2	73	1397	NA	NA	0	1	2	73	1397	0.807	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_172287||full	0.807	ssDNA
k141_172112	1	2	2	889	1.0	1.0	1	2	2	889	NA	NA	0	1	2	2	889	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_172112||full	1.0	ssDNA
k141_171863	1	5	176	1885	0.647	0.647	1	5	176	1885	NA	NA	0	1	5	176	1885	0.647	0.0	0.0	0.0	60.0	20.0	20.0	0	dsDNAphage	linear	k141_171863||full	0.647	dsDNAphage
k141_171693	1	3	3	1009	0.66	0.66	1	3	3	1009	NA	NA	0	1	3	3	1009	0.66	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_171693||full	0.66	dsDNAphage
k141_171663	1	3	176	1987	0.88	0.88	1	3	176	1987	NA	NA	0	1	3	176	1987	0.88	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_171663||full	0.88	ssDNA
k141_171637	1	3	3	1063	0.933	0.933	1	3	3	1063	NA	NA	0	1	3	3	1063	0.933	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_171637||full	0.933	ssDNA
k141_171537	1	3	3	1010	0.967	0.967	1	3	3	1010	NA	NA	0	1	3	3	1010	0.967	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_171537||full	0.967	ssDNA
k141_171530	1	4	1	2089	1.0	1.0	1	4	1	2089	NA	NA	0	1	4	1	2089	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_171530||full	1.0	ssDNA
k141_171458	1	3	1	1394	0.987	0.987	1	3	1	1394	NA	NA	0	1	3	1	1394	0.987	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_171458||full	0.987	ssDNA
k141_171259	1	3	3	1508	0.507	0.507	1	3	3	1508	NA	NA	0	1	3	3	1508	0.507	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_171259||full	0.507	dsDNAphage
k141_171186	1	4	3	1533	0.993	0.993	1	4	3	1533	NA	NA	0	1	4	3	1533	0.993	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	k141_171186||full	0.993	ssDNA
k141_170936	1	2	1	927	0.793	0.793	1	2	1	927	NA	NA	0	1	2	1	927	0.793	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_170936||full	0.793	ssDNA
k141_170864	1	4	24	4045	0.947	0.947	1	4	24	4045	NA	NA	0	1	4	24	4045	0.947	0.0	0.0	0.0	50.0	0.0	50.0	2	dsDNAphage	linear	k141_170864||full	0.947	dsDNAphage
k141_170750	1	10	8	6491	0.567	0.567	1	10	8	6491	NA	NA	0	1	10	8	6491	0.567	0.0	10.0	0.0	30.0	0.0	60.0	0	dsDNAphage	linear	k141_170750||full	0.567	dsDNAphage
k141_170694	1	6	3	4671	0.753	0.753	1	6	3	4671	NA	NA	0	1	6	3	4671	0.753	0.0	0.0	0.0	33.3	16.7	50.0	1	dsDNAphage	linear	k141_170694||full	0.753	dsDNAphage
k141_17068	1	3	131	1524	0.813	0.813	1	3	131	1524	NA	NA	0	1	3	131	1524	0.813	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_17068||full	0.813	dsDNAphage
k141_170593	1	3	1	1371	0.707	0.707	1	3	1	1371	NA	NA	0	1	3	1	1371	0.707	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_170593||full	0.707	dsDNAphage
k141_170424	1	3	3	1376	0.967	0.967	1	3	3	1376	NA	NA	0	1	3	3	1376	0.967	0.0	0.0	0.0	66.7	0.0	33.3	2	dsDNAphage	linear	k141_170424||full	0.967	dsDNAphage
k141_170401	1	2	1	1040	0.993	0.993	1	2	1	1040	NA	NA	0	1	2	1	1040	0.993	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	k141_170401||full	0.993	dsDNAphage
k141_170378	1	2	2	1140	0.98	0.98	1	2	2	1140	NA	NA	0	1	2	2	1140	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_170378||full	0.98	ssDNA
k141_170297	1	3	65	1185	0.527	0.527	1	3	65	1185	NA	NA	0	1	3	65	1185	0.527	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_170297||full	0.527	dsDNAphage
k141_170125	1	3	2	1712	1.0	1.0	1	3	2	1712	NA	NA	0	1	3	2	1712	1.0	0.0	0.0	0.0	100.0	0.0	0.0	2	dsDNAphage	linear	k141_170125||full	1.0	dsDNAphage
